Employee ID,Name,Department,City,Employment Date,Salary,Gender,Age,Performance Score,Projects Completed,Overtime Hours
62e591ff-1691-40ee-8d5a-8f6aa93f1e76,Ehsaan Dhar,Marketing,Bangalore,2015-10-25,59531.01,Male,55,10,18,19
328bb0db-4c1b-4612-ba28-c00ef96411f0,Miraan Goda,Sales,Pune,2018-09-18,30695.69,Female,45,9,4,31
760eece1-1845-46c8-a0cf-5888681f1d4e,Oorja Rana,Customer Support,Bangalore,2018-04-02,97231.27,Male,25,1,13,34
547bd48b-4b32-4ea1-b73a-282c6ce57e5e,Kavya Gola,Customer Support,Bangalore,2019-09-04,45812.53,Female,54,7,9,28
7b25e827-bebc-4cb6-8f7f-cefa10caa0a0,Ela Gade,IT,Bangalore,2017-10-18,64218.67,Male,32,9,19,1
58fe74b4-e54c-411e-bfc2-750b48f5db83,Tiya Butala,Customer Support,Kolkata,2018-11-12,93330.41,Male,26,7,10,2
e5b569a0-d6da-46d3-b336-ab5cd971220d,Mishti Hayer,Customer Support,Hyderabad,2022-10-04,75023.61,Female,41,6,14,21
90b7a752-778b-4b85-989e-a1f29b2f7064,Krish Uppal,HR,Bangalore,2022-05-22,105001.88,Female,54,1,17,3
09537d10-2341-4ff4-b7e5-9ac944ddf987,Emir Bhatt,Operations,Kolkata,2019-01-31,102558.02,Female,47,9,4,21
2a9a639e-c6a9-47b9-93c6-1cbfc7b47589,Ojas Rajagopalan,Finance,Mumbai,2023-11-17,36486.79,Male,30,7,6,50
e3ad744f-b63e-43a8-8733-948cb1945880,Dhanuk Bora,Sales,Kolkata,2016-06-27,107558.79,Male,55,4,20,46
e8660a9b-fa3b-4c0b-867b-826864f48426,Abram Kari,Sales,Delhi,2017-10-07,33807.2,Female,58,8,4,2
682d03fa-6461-4669-b82d-60d5976dd23d,Ira Bumb,HR,Mumbai,2021-11-25,31686.74,Male,23,7,18,25
3bee1606-071b-4c65-aa83-b54192ca91ce,Jayant Garg,HR,Delhi,2021-03-25,112904.62,Male,33,6,17,7
dcd631d8-7304-4d4c-b548-bdbc13f2d9d3,Lakshit Goda,Customer Support,Hyderabad,2022-02-08,107589.9,Female,34,10,6,13
24743e1e-0530-4ff8-a608-9a94712b8935,Samiha Lad,Sales,Chennai,2015-03-21,81818.32,Male,34,10,4,41
9e495043-93c4-460d-b3be-6018c0934e9f,Biju Dani,IT,Chennai,2023-05-16,81605.97,Male,25,2,9,42
c7e682b1-1b74-466b-8b1d-6d7b2e3934c8,Uthkarsh Yohannan,IT,Kolkata,2022-09-01,93854.91,Female,37,7,16,33
d5b12f84-51d6-4ec2-86e7-1b430801f352,Tiya Hayre,Finance,Pune,2019-09-05,67592.46,Female,24,3,4,29
fe79e49a-5ab6-4fa8-9208-88c44891d9de,Mahika Sibal,IT,Delhi,2023-10-05,40365.6,Female,51,5,13,43
22ac5863-122d-46c3-8caf-e4b3ce43c2f3,Hrishita Mani,Sales,Hyderabad,2016-07-27,31877.09,Male,25,8,4,34
f94b676a-ac98-4af0-9a30-15b3de1efaf2,Farhan Reddy,Customer Support,Chennai,2014-07-31,59229.14,Female,45,4,20,9
923ebf4d-475d-4cd3-9019-dea03ee40dae,Samarth Chaudhary,Sales,Hyderabad,2018-03-30,102118.99,Female,34,2,18,47
6ef34429-1419-4096-aa8f-5bf7a91dbbf5,Amira Edwin,Marketing,Hyderabad,2018-10-31,85631.27,Female,39,5,5,37
fa5d6f0d-30cf-4d9c-b249-5fc93679ca23,Kabir Jani,Sales,Chennai,2015-04-22,104882.33,Male,45,10,10,14
036f232b-0707-48ce-8ae5-05faecfe7938,Emir Kakar,Customer Support,Chennai,2017-05-11,112779.28,Female,51,9,2,4
4e8fda89-9099-475e-b4c7-bfcba010ad1b,Piya Hegde,IT,Pune,2023-03-20,37931.69,Female,54,7,17,2
2efeb512-1c83-42e5-9e5c-80eb5d639d60,Jayesh Bumb,Operations,Mumbai,2024-03-11,106003.59,Female,47,5,17,47
329de986-4d17-47f0-b134-c4318195bac6,Parinaaz Jani,Finance,Mumbai,2022-09-30,51898.48,Male,29,4,3,9
ab40c6d1-7f55-4005-b981-3486909420b0,Aaina Kari,Marketing,Bangalore,2014-09-21,82998.42,Female,23,1,5,31
4a237338-9207-4bf4-801b-2bc6d88852e2,Adah Koshy,IT,Delhi,2017-03-07,77156.63,Male,37,1,10,41
3041f622-c928-4108-8a26-02528775321d,Rania Agarwal,Finance,Chennai,2020-05-22,65619.0,Female,45,10,4,1
efc2d152-8caa-425a-b251-8d43c0fb51b4,Bhamini Sibal,IT,Hyderabad,2024-02-11,57924.71,Male,53,9,0,30
c4a1c4fe-26c3-47dc-8abb-d1604ee4dd2f,Siya Srinivas,Marketing,Delhi,2022-02-23,60556.2,Male,60,2,10,39
4bf2f9b8-b1c1-418d-84b6-61f7232db46d,Eva Jha,Sales,Bangalore,2014-06-30,59976.18,Male,50,9,13,2
4d50d099-b2b7-44b7-90ce-ee2945293c3f,Darshit Halder,Customer Support,Hyderabad,2023-04-29,45131.94,Female,33,1,13,15
d4267682-1f20-4513-b323-58ccc1f06373,Nirvi Bahri,Operations,Kolkata,2016-01-08,75943.5,Male,52,7,9,44
e1a1e679-ebf9-4552-a223-f4b3a177ac46,Renee Kapadia,Marketing,Bangalore,2019-09-26,40262.4,Female,59,4,14,41
ec00869c-1762-4957-ba2e-a16473c66b0a,Kavya Kothari,Customer Support,Chennai,2018-08-07,75895.69,Male,57,6,20,8
538f9470-4533-40f7-a712-8f3860a62b4e,Darshit Roy,Sales,Kolkata,2024-01-04,111533.05,Female,44,7,8,0
94a68432-592d-4869-8bd6-f04e0ab14b68,Jayant Sankar,Marketing,Kolkata,2016-07-30,61443.77,Female,44,6,4,11
4b8567b8-52a0-481d-8fb6-d9c569b95c19,Indrans Sandhu,HR,Bangalore,2017-11-10,95464.12,Female,32,2,6,40
c819c266-1c0b-4967-a6d1-c5d7eea2bcb7,Lagan Borra,Operations,Chennai,2014-08-29,103705.37,Male,38,3,3,3
a09e851d-7760-4525-86d6-e182ddb715e8,Indrajit Walia,IT,Hyderabad,2023-04-23,103353.33,Male,27,7,4,19
a30eaac9-1e40-453a-8640-6029bc957662,Ela Iyer,IT,Kolkata,2023-03-23,51264.2,Male,40,10,5,50
a1271b38-fec1-403f-ab2b-07f013aa8e3f,Kiara Chakraborty,Operations,Bangalore,2020-08-20,43179.98,Female,23,5,0,6
c388098c-d1d7-4834-8037-19c08509842c,Shlok Cheema,HR,Bangalore,2014-06-28,47754.46,Female,46,5,19,29
91598557-75fb-4900-9f3f-7580e837cbc0,Seher Kumar,Customer Support,Hyderabad,2019-08-13,84215.91,Female,25,9,19,39
7ce80803-ee1a-44a2-b8bc-2ba6564a13b8,Badal Tella,Sales,Chennai,2020-06-01,98419.38,Female,32,7,8,10
f67ac8b4-60f5-45b2-bf9b-0b951a2f71c2,Nishith Sahota,IT,Bangalore,2015-03-31,88995.81,Male,58,10,19,37
6df66596-9536-448c-b479-05f039cc684a,Damini Bail,Customer Support,Bangalore,2020-10-26,45943.15,Male,35,6,18,4
24e2ae18-0d9a-4bb5-abfc-cc344e8af62a,Farhan Sani,HR,Bangalore,2018-11-18,99556.33,Male,36,10,19,6
06874c8d-8cf3-4503-b052-9976981009f7,Ivan Bali,Customer Support,Delhi,2019-11-10,74470.53,Male,36,5,7,7
11ca5e35-1fc6-4255-8dc4-756af765f423,Neysa Sachdev,IT,Mumbai,2021-01-30,97900.12,Female,35,7,19,31
1829f38a-6d8e-4e5d-b0f1-4ccdd73031a8,Indranil Garg,Finance,Hyderabad,2019-09-03,98388.94,Female,39,4,7,38
e3f75a69-3fa3-4936-8e3c-019d46a581b5,Ira Bali,Sales,Delhi,2023-01-13,70401.47,Female,48,7,7,39
1cf903d6-34b7-42b6-b1d4-308b309eb3ad,Misha Ben,Finance,Bangalore,2018-11-20,113173.88,Male,54,9,0,14
762ded7d-6bbb-44a0-8a8d-75a233239b81,Lagan Lad,Operations,Mumbai,2019-11-25,80804.26,Male,23,9,11,4
29833495-232b-4bee-8bfe-21fc9a207ea9,Hazel Sem,Customer Support,Hyderabad,2023-04-17,87176.85,Male,22,8,2,12
1c2e8222-4e39-47e7-a6ee-7ee99a77110e,Stuvan Raman,Sales,Kolkata,2014-12-09,86206.96,Female,52,3,15,27
194047b2-93f4-4974-a8dc-20757d699915,Sumer Gour,HR,Pune,2015-01-23,107782.22,Male,30,6,4,21
b1f78265-08aa-4a9a-926c-50c9541346a4,Myra Arya,Sales,Hyderabad,2020-07-09,86449.57,Female,33,9,16,47
f7e9189e-a0f0-42d4-97ef-f4f9ff3f569b,Damini Savant,Sales,Delhi,2023-06-17,43586.17,Female,60,9,19,43
8c7f0e3c-b79f-4139-81a8-7ad8fc4f8a45,Mishti Hans,HR,Delhi,2018-09-04,36145.76,Male,22,8,15,25
9d704e01-1ecd-4891-9653-27ca5b538f1d,Badal Tak,Operations,Delhi,2022-07-27,69798.73,Female,36,5,20,20
fa4d7269-c9ed-45fc-aa63-1c56380fdf5e,Aaina Batra,Sales,Hyderabad,2022-10-15,57253.84,Female,38,5,11,7
94ab18d2-9a9a-4684-857a-dff07b66b88c,Riaan Sha,Operations,Chennai,2019-01-04,54720.63,Female,60,10,5,43
eb1e62ea-1d2c-44d0-826e-f2ae93c25de1,Yashvi Malhotra,Operations,Bangalore,2017-01-01,35055.49,Male,41,6,12,36
f3eb3ebf-76fc-4f52-b840-f16bb0c678bb,Zoya Kurian,Operations,Hyderabad,2021-01-14,75660.32,Male,39,7,15,34
f92c1112-4296-4228-9e8c-4170092b6ff6,Yuvraj  Ramakrishnan,IT,Kolkata,2020-01-18,57936.71,Male,49,3,15,8
28cb9443-f8e4-457b-afe6-b954cda4794f,Devansh Bhatia,Marketing,Pune,2021-02-08,70672.25,Female,46,2,4,20
8af14594-c597-45a6-950b-0a2a4c807638,Samarth Mander,Operations,Kolkata,2021-08-06,35120.1,Male,44,4,5,50
95bc3d5d-7451-4321-b959-36e2b2d5bd7c,Faiyaz Garg,HR,Kolkata,2021-07-04,104852.7,Male,51,8,6,13
3e2b06b5-209d-4630-87a6-6081d4de4ac8,Sumer Sur,Marketing,Bangalore,2019-01-03,36905.79,Female,38,3,7,48
d84a283b-5d3f-4da9-a317-ded68c146cbc,Nitara Goyal,Operations,Mumbai,2014-09-13,107782.5,Female,35,2,1,2
9b3670b3-c2da-4a10-805c-ecff6b782580,Diya Devan,HR,Pune,2023-04-21,106976.4,Female,51,4,13,37
357fb709-2a39-424b-bc33-e08f73323229,Biju Rout,HR,Delhi,2018-03-09,85350.75,Female,41,9,0,11
cc2d7eea-fe3d-4141-991d-22595c7176e8,Bhavin Bakshi,Finance,Bangalore,2021-12-20,75636.1,Male,55,7,8,21
659033bf-6cba-4bf5-a641-c262e247a8f1,Priyansh Madan,Finance,Delhi,2017-06-07,71644.05,Male,47,6,13,4
ab6aa6ef-2b02-41ad-88c6-b4dd82977543,Adah Rout,Sales,Bangalore,2020-10-19,79888.47,Male,59,9,7,7
c686d7cc-0843-4985-9f1c-829d1150d7ed,Heer Behl,Operations,Delhi,2015-01-30,101263.6,Female,28,10,6,17
e5765d04-b2a1-4d41-a583-676af68a0f7a,Ayesha Chawla,Operations,Bangalore,2016-07-02,110628.91,Female,22,1,6,9
c66a093d-d264-4b42-925f-8c774c1bfd6c,Shray Mani,Marketing,Mumbai,2017-12-02,70476.03,Female,54,3,2,48
2a8af020-ceba-4e00-9ba2-af25194626fe,Inaaya  Uppal,HR,Hyderabad,2020-01-25,102883.43,Female,45,7,5,26
6b846741-14e3-4cf9-9099-03e380f60e8b,Zara Upadhyay,Operations,Kolkata,2024-01-18,88665.37,Female,57,1,14,10
ea79141b-76de-4240-be1a-548dc082cf6c,Renee Deep,Sales,Delhi,2018-04-15,58937.41,Male,60,2,19,44
36a9fa75-5b19-403b-9e8c-633633fea36d,Ivana Goyal,Customer Support,Bangalore,2017-03-26,72806.61,Female,60,3,15,23
281e7a38-e3c8-45b9-858b-241da1de3ef8,Tarini Kapur,Customer Support,Mumbai,2015-06-02,43577.5,Female,40,8,10,35
05c45d07-7182-48f8-9a30-d0def818af0f,Gatik Shah,Customer Support,Mumbai,2021-04-22,35568.63,Male,41,10,14,10
2e71e112-d6c1-4d17-aa64-7eab57bb6542,Drishya Saxena,IT,Kolkata,2023-09-07,39315.17,Female,28,7,7,28
84e8b0e5-47b6-457b-b14a-ccb77b14e05d,Kaira Bora,HR,Bangalore,2020-07-03,110921.42,Male,52,2,13,15
32e025de-dc4b-4e89-a926-4717af0497b8,Nitya Brahmbhatt,Customer Support,Hyderabad,2014-12-10,60909.4,Female,26,2,12,37
25d0af76-d47a-47d9-a5b8-a00342ebcd08,Aaina Sekhon,IT,Delhi,2019-11-07,94288.4,Male,43,5,1,2
ef8c70ee-27de-4242-b092-a2dad8868ab1,Anika Vasa,Customer Support,Hyderabad,2020-04-14,75409.41,Male,39,4,19,8
a7a9140e-42f6-4380-87af-98aff9bb85eb,Nakul Korpal,Sales,Pune,2017-06-19,45530.3,Female,42,6,12,6
8c17b1d7-2726-4205-987a-c03ada768633,Aarush Bhagat,Finance,Pune,2018-08-01,52296.94,Male,39,2,10,50
f849d194-8d59-452c-967e-a6c8694a9d74,Zaina Talwar,Sales,Chennai,2020-11-17,69398.24,Female,38,10,12,40
16ecbb95-1048-4d62-9d29-937c64cf2224,Anika Chopra,IT,Mumbai,2022-08-26,69547.96,Female,41,1,19,39
ecf05693-dafb-42bd-80e6-e83ff0bd50d9,Fateh Tandon,HR,Pune,2023-02-26,77047.32,Female,34,7,18,24
4e28751e-f4f3-494d-af8b-3e580294f13a,Nakul Maharaj,Marketing,Mumbai,2020-08-15,44287.16,Female,31,7,19,49
4a938fb8-daf3-4f06-8171-d708b3aa48b9,Zain Sachdev,Operations,Kolkata,2019-03-25,63556.68,Female,55,10,17,10
113177c6-e73c-41ae-969b-616626cfb5e6,Riaan Gulati,Sales,Bangalore,2019-12-04,55460.42,Female,37,9,16,1
cbd60f14-2758-4a07-b8f3-bdc7e90c0521,Lavanya Dixit,HR,Chennai,2015-03-21,66789.25,Female,25,5,20,31
5009fb71-cc9a-4344-8cb7-e9e23df389ab,Emir Sama,Operations,Chennai,2020-02-21,60453.04,Male,60,10,1,5
26547d27-6eca-4537-8e0e-9732636a3bd4,Tara Gera,Finance,Chennai,2015-08-16,83809.73,Female,47,1,16,0
95861a88-e58f-41e0-8fe5-d8ef7fca59b3,Zaina Varma,Finance,Bangalore,2014-11-12,101030.42,Female,42,3,3,0
c8624892-cac9-4565-a92f-7929c0ed0d97,Emir Manda,Operations,Delhi,2016-10-27,88257.48,Male,30,8,14,11
654a4d54-339d-4c12-a8f2-cfcd26ec8c22,Bhamini Bhasin,Finance,Mumbai,2016-05-16,35932.07,Female,23,8,14,5
2f22520d-a8af-4277-96b9-b299aa7f5467,Prerak Joshi,HR,Bangalore,2017-11-17,38505.54,Female,53,1,1,45
547f8e6f-ca28-4a8f-8905-e64a3db0b2ce,Uthkarsh Das,Sales,Pune,2017-01-08,91054.14,Male,40,4,7,41
07475094-1190-42d6-b123-6362c976c935,Sahil Grewal,HR,Chennai,2018-05-30,55573.23,Female,38,9,16,37
ba8c2d8a-080b-4c91-a26a-c37eb59b9fe7,Amira Konda,HR,Mumbai,2019-10-21,95136.03,Female,48,5,17,18
52b9b365-4cda-4624-9ef0-14b93be1ce42,Jayesh Shanker,Operations,Pune,2023-12-13,89090.77,Female,47,4,12,26
7a6e5b20-9634-4623-9710-c99b90eb4dcd,Adah Char,Marketing,Mumbai,2017-06-13,111570.84,Female,46,1,1,44
dbd092fe-e14a-425d-ba2e-8000ce0b2dd0,Tanya Ratti,Marketing,Chennai,2017-01-12,108595.17,Male,24,10,17,50
21fffe05-18ce-4100-8395-75d6f01fd6d2,Riya Kar,Sales,Chennai,2023-02-08,60002.58,Female,59,9,12,49
b1a46073-0191-4939-92bf-3b6ddcb40d1e,Heer Jayaraman,Operations,Mumbai,2020-03-12,82446.56,Female,58,9,16,30
5b66cd1b-9e1f-49af-a19e-3e3d60a08ece,Zoya Chander,Marketing,Kolkata,2019-01-31,42728.55,Female,34,4,20,44
53c71366-47af-4910-9898-27a462a0c1e7,Eva Salvi,Finance,Hyderabad,2022-05-01,61483.87,Female,43,10,1,8
afcb9b2d-fe90-4648-ba3b-757753f5b239,Hrishita Krish,Marketing,Hyderabad,2024-06-02,117092.69,Female,36,3,6,13
ffadc267-136a-493e-a6fc-e84c8c13db8f,Ojas Khatri,Finance,Mumbai,2023-04-15,92863.2,Male,56,1,9,9
3dc173df-7d4e-40ac-84a4-c7b2ed8f7ec1,Hrishita Chaudhuri,Sales,Delhi,2016-11-10,65276.22,Male,52,6,14,40
9d9a7903-57ef-4d14-901f-67de3ceefef0,Ritvik Datta,HR,Delhi,2021-07-11,83553.71,Male,44,4,12,17
59ade84e-f458-455f-9ada-43baea284b3d,Inaaya  Raju,HR,Pune,2014-10-15,114420.2,Male,54,1,9,33
deb76fbb-3c84-40c9-ae76-4fe6733d2593,Trisha Mani,Marketing,Kolkata,2017-10-07,57862.37,Female,41,3,9,28
823f4ada-96d0-4021-90d2-d6beaf09db2c,Aaina Sami,Finance,Bangalore,2020-12-13,63901.14,Male,32,2,14,26
948984a4-072d-463c-a315-2d6d1539465d,Dharmajan Shetty,IT,Mumbai,2019-04-09,101249.58,Female,57,5,5,15
76d21816-7197-42d8-abc4-d137df2092bc,Suhana Joshi,Customer Support,Delhi,2017-06-01,103186.63,Female,33,7,13,11
1f520b74-d4de-47b0-80a8-e9242c28fba0,Aradhya Seshadri,IT,Mumbai,2023-07-09,90310.48,Male,40,6,9,39
d6ea423f-6399-4677-bc91-b82c4ecd8441,Jayesh Rout,Customer Support,Kolkata,2024-05-15,104606.31,Female,28,7,19,44
71d938a4-6e53-4a9c-9774-d1a4a4a9166b,Nitara Dua,IT,Pune,2014-09-10,96489.72,Female,52,7,1,2
6af30dcd-f696-4f80-9a96-1b9ff4da4743,Jayant Mammen,HR,Chennai,2015-03-27,91687.3,Male,30,10,16,38
ae68bbd8-de6c-45cd-acc3-9c1d1ed884e3,Divyansh Ghose,Operations,Kolkata,2022-08-10,77375.4,Female,38,4,4,11
9f8eb958-8132-4fc1-8596-a9153a6694b8,Ivan Chawla,HR,Kolkata,2014-09-17,88142.23,Male,57,9,14,45
ec66c712-c28f-40d1-b30b-7a343de00922,Renee Walla,Customer Support,Pune,2017-10-07,68106.57,Female,33,1,20,31
7fb5a2ff-c46d-4db3-8d3c-18f88199b8f3,Zain Bumb,Operations,Kolkata,2022-10-24,62564.53,Male,43,2,14,39
2f24700a-484e-4bc9-ac48-5a59583768c6,Saksham Kapur,Finance,Delhi,2017-07-29,62633.79,Female,27,2,2,5
b4cc5d35-cc5b-48bf-baf3-a172c3eb42ed,Tara Khare,Marketing,Pune,2024-02-29,46223.66,Female,36,9,16,40
a30c99be-e2e8-4c27-8e6f-862315bdbd88,Ishita Tiwari,IT,Kolkata,2015-08-24,49277.34,Male,44,5,3,50
a578f146-bc2a-4cb4-8fb6-0b416037dd6b,Vaibhav Sankar,Finance,Chennai,2019-06-20,115290.14,Female,36,9,5,19
52e6a627-d6cb-4af6-9f6b-bf05cdb36dfa,Divit Kale,Finance,Chennai,2020-04-17,73764.38,Female,41,10,18,22
cb9ed43c-fd61-4732-8d71-5f06efaf9a8a,Ryan Kamdar,Marketing,Chennai,2019-10-06,50388.87,Female,48,6,17,26
c76afe2d-525c-40ec-938a-81317332f1db,Aniruddh Dugar,Finance,Bangalore,2016-11-20,42380.88,Female,43,6,4,0
8515d7a6-5c85-41d7-aa8c-ced7c6a76942,Umang Chandran,Marketing,Pune,2019-11-08,36944.86,Male,45,5,12,35
a3b22496-10e9-4e16-a321-7b6e2074295b,Stuvan Sastry,Sales,Kolkata,2021-08-22,105998.55,Female,38,4,13,15
0c66d932-d97c-41a0-9521-fd96f0afbd06,Badal Rege,Marketing,Chennai,2022-10-26,39102.67,Male,59,10,10,12
e6db98ac-1d9e-42bb-908e-d675f91248ee,Tiya Dora,Customer Support,Bangalore,2019-03-11,99378.72,Male,40,4,14,7
b2d8d129-91b3-4509-b8dc-6ccd3885d718,Navya Chad,IT,Kolkata,2020-09-25,105160.78,Male,51,8,0,33
b8a166ff-0f6d-4fc4-950c-f12c95b949ca,Dhruv Thakkar,Operations,Kolkata,2017-08-02,109531.39,Female,29,7,5,6
2729a2e3-9e68-4c48-9211-a9358409e7f8,Kaira Sibal,Operations,Mumbai,2016-01-19,33397.27,Male,52,10,14,39
afd49bbb-3f80-4a00-b71b-199707601081,Nirvaan Joshi,IT,Kolkata,2020-05-05,60308.79,Male,25,1,18,23
1978078b-dc07-4f80-a96e-31066e6bf311,Samarth Dugar,Operations,Hyderabad,2015-12-15,98967.68,Female,59,5,6,48
df4ecef3-340a-4d14-854b-9b9619a9bfa4,Kanav Wadhwa,Marketing,Mumbai,2016-10-27,41794.41,Female,59,3,14,34
67bdbeae-c728-4631-b0ea-722e8f8398f3,Neelofar Sami,Customer Support,Pune,2023-01-14,63904.79,Female,26,7,2,32
8a9d8872-692a-4149-be7e-b3788b2ce48f,Yashvi Bedi,Sales,Delhi,2014-06-30,44602.25,Male,52,9,8,14
a400bb8a-8f9f-4c71-b612-c9fd0476a4d2,Jivin Som,Customer Support,Hyderabad,2018-07-22,104821.06,Male,34,2,10,29
243a32c9-4331-437b-80e3-2e6cf7894346,Lakshit Chokshi,Operations,Delhi,2022-07-16,99398.8,Male,54,9,20,49
82cfba4b-d360-4bb8-9a73-70ac396ea74d,Armaan Chaudhari,Sales,Bangalore,2018-09-18,102813.93,Female,29,2,5,40
fc3fcb1e-5dce-44c8-91ad-c56fa8970f31,Divyansh Sundaram,IT,Hyderabad,2019-06-07,44898.52,Male,46,9,3,42
7d4aef4c-2fe9-46d8-9a4a-3235a9011683,Vedika Bhardwaj,Sales,Mumbai,2023-04-04,69390.61,Male,55,5,2,13
4cc06c28-5745-4d1c-8f67-bb3ef7348599,Indranil Chahal,Finance,Delhi,2019-08-19,66977.28,Female,41,6,3,17
8f6edbf2-2a4c-4aed-b5c8-c3d86d19a64a,Jivin Bakshi,HR,Delhi,2014-06-12,90872.66,Female,48,2,14,3
8b8bbdd9-6d6d-4d94-b053-c46521f2e4e2,Purab Khatri,Finance,Delhi,2019-12-27,51377.72,Female,25,9,20,12
e41bb18e-125b-472a-9752-1db9bee54271,Ishita Srinivas,IT,Kolkata,2024-02-26,69977.88,Female,31,5,11,7
56b45067-8670-4b38-ba9b-a18836b3ba8c,Tushar Karan,Operations,Mumbai,2020-07-17,55643.51,Male,30,9,2,50
60438680-ba66-4a89-b538-0792a6999b36,Nitya Gour,Operations,Delhi,2021-05-04,97368.29,Female,34,10,16,9
b4ed2957-a18a-4c40-81fc-36a9823c5624,Nishith Sem,Sales,Mumbai,2016-12-29,70403.52,Male,43,5,12,43
4d6c23a9-fc84-46a5-ae3c-fd3f10cbf763,Yashvi Gokhale,Marketing,Chennai,2018-03-07,78061.0,Female,48,8,16,30
